1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
PXK,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
TBCK,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SRGAP2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
DPYD,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
FAM102B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
BBS2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SERPINA7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
RB1CC1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PBX1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
RAB11FIP2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
TFPI,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
AHRR,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ADD3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
B3GALT6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
TCAF1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SLC35A1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
AA010407,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
IFIT2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
CALCOCO1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
LSAMP,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ZBTB44,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
XRN1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ZBED5,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3
ANGEL2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
H05758,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,4,2,3,2,4,3,3,3,3
PHF3,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,3,3,2,2,3,3,3,3
ADGRL2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
CLCN3,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,3,3,3,3,3,4,2,3,2,4,3,3,3,3
TIA1,3,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
HCGVIII-1,3,1,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
R70902,3,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3
CDKN1B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
KBTBD7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
R43550,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
H92076,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
HSF2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
R72963,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SIAH1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
KLF12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
WW45,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
NAA16,3,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,1,1,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
H29270,3,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
R17893,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
CDKN2C,3,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SSX2IP,3,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
TFDP2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
OXR1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
HNMT,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
ICE2,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
KIAA0923,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3
RFX5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
MRE11A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
NBPF1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
NBPF14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
STK38,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
T98859,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
ROR2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
CEBPG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
CEP57,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3
PLSCR1,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3
DDX17,3,2,3,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
EFCAB7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SNX29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ARL14EP,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
UACA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PEAK1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
R51896,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
GOPC,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ATRX,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
KIAA0355,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
NARS,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ATG4C,3,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YYY,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
NR1D2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N33510,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
W73942,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
FOXF2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ZFP36L2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
NSL1,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3
PPM1B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
LRRC32,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
TSTD2,3,3,3,3,3,3,3,1,3,1,3,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3
IFIT1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
PSPH,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
KIAA1462,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
DAPK1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ZRANB1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PTGFRN,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,1,2,3,3,5,3,4,3,3,1,2,5,2,1,2,2,5,3,1,5,3,1,1,3,1
REEP5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,1,4,3,3,3,3,4,3,3,1,3,5,3,1,3,3,4,3,1,5,4,1,1,3,1
ASPH,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,5,3,4,3,3,3,2,5,2,2,2,2,5,5,3,5,3,2,2,3,3
ITFG1,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,2,3,5,3,5,5,3,3,3,1,2,5,2,2,2,2,4,5,1,5,4,2,2,3,1
CPT1A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,5,3,3,3,3,3,2,5,2,2,2,2,5,5,3,5,3,2,2,3,3
T85042,3,1,3,3,3,3,3,2,1,4,1,3,3,3,3,3,2,3,3,3,5,3,3,3,3,3,2,5,2,2,2,2,5,5,3,5,4,2,2,3,3
FBN1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,5,3,3,3,3,3,2,5,2,2,2,2,5,5,3,5,4,2,2,3,3
R55334,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,5,1,3,3,3,3,3,5,3,3,3,3,4,5,3,5,4,3,3,3,3
PBX3,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,5,1,3,3,3,3,3,5,3,3,3,3,5,5,3,5,4,3,3,3,3
EPS15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,5,3,3,3,3,4,3,3,5,4,3,3,3,3
PLA2R1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,5,3,3,3,3
PCSK6,3,3,3,3,4,4,4,5,3,3,3,5,3,3,2,3,1,4,5,5,3,5,4,4,3,1,3,2,3,1,3,3,2,2,1,3,2,1,1,3,1
W88694,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,4,3,2,2,3,2,2,3,3,3,2
ZNF616,5,5,5,5,4,5,5,4,5,4,5,5,1,5,5,4,1,4,4,4,1,4,5,4,1,1,4,2,5,1,5,5,2,1,1,1,2,1,1,1,1
ANGPTL2,5,2,5,1,1,2,4,2,2,2,2,2,2,2,2,1,5,2,2,2,5,2,1,2,2,2,5,5,5,5,5,5,5,5,2,5,1,5,5,2,5
PDGFRB,3,2,3,1,1,3,3,2,2,2,2,2,5,2,2,1,3,3,2,2,3,2,1,5,5,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
GNAI2,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
MEG3,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
R37986,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
CYP2C9,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
FADS2,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ELANE,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
W86869,3,2,3,1,1,2,3,2,2,2,2,2,5,2,2,4,5,5,2,2,3,2,4,5,5,5,5,3,5,5,5,5,3,3,5,3,3,5,5,5,3
AA055520,4,2,4,1,1,2,4,2,2,2,2,2,5,2,2,1,5,5,2,2,3,2,1,5,5,5,5,3,5,5,5,5,3,3,5,3,3,5,5,5,5
C1R,3,2,3,1,1,2,3,2,2,2,2,2,5,2,2,1,5,5,2,2,3,2,1,5,5,2,5,3,5,5,5,5,3,3,2,3,3,5,5,2,3
AA004769,3,2,3,1,4,5,3,2,2,2,2,2,5,2,2,4,5,5,2,2,3,2,4,5,5,2,5,3,5,5,5,5,3,3,2,3,3,5,5,2,3
L3MBTL2,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
LPL,4,2,4,1,1,2,3,2,2,2,2,2,5,2,2,4,5,5,2,2,3,2,1,5,5,5,5,3,5,5,5,5,3,3,5,3,3,5,5,5,3
AA026215,4,2,4,1,1,2,4,2,2,2,2,2,2,2,2,4,5,2,2,2,1,2,4,2,2,5,5,1,5,5,5,5,1,1,5,1,1,5,5,1,5
AA026313,3,2,3,1,1,2,3,2,2,2,2,2,5,2,2,1,5,5,2,2,3,2,1,5,5,2,5,3,5,5,5,5,3,3,2,3,3,5,5,2,3
NUPR1,3,2,3,1,1,3,3,2,2,2,2,2,5,2,2,4,5,5,2,2,3,2,1,5,5,5,5,3,5,5,5,5,3,3,5,3,3,5,5,5,3
AA039465,3,2,3,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PAPPA,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,4,3,3,2,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PSAT1,3,2,3,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
FDFT1,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,4,5,5,2,2,3,2,3,3,3,5,5,3,5,5,5,5,3,3,5,3,3,5,5,5,3
CYP51A1,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,4,3,2,2,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
AA045738,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
DPYSL3,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
IDI1,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,4,3,3,2,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
OXSR1,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
INSIG1,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,4,3,3,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
TMTC1,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
CCNL1,3,2,3,1,1,5,3,2,2,2,2,2,1,2,2,4,3,3,2,2,3,2,4,3,1,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
UGCG,3,2,3,3,3,3,3,2,2,2,2,2,5,2,2,3,5,5,2,2,3,2,3,5,5,2,5,3,5,5,5,5,3,3,2,3,3,5,5,2,3
SCD,3,2,3,1,1,3,3,2,2,2,2,2,3,2,2,4,5,5,2,2,3,2,4,3,3,2,5,3,5,5,5,5,3,3,2,3,3,5,5,2,3
APOD,4,2,4,1,1,2,4,2,2,2,2,2,2,2,2,4,5,2,2,2,1,2,4,2,2,5,1,1,5,5,1,1,1,1,5,1,1,5,5,1,5
PLPP3,5,4,1,1,1,1,1,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,1,1,4,4,4,4,1,4,4,4,4,4,4,4,5,4,4,4,4
AA021170,2,2,2,1,1,2,1,2,4,2,4,4,5,4,4,1,5,5,4,4,1,4,1,5,5,5,5,1,5,5,5,5,1,1,5,1,1,5,5,5,5
W67988,2,5,2,1,1,2,1,2,5,5,5,5,2,5,5,4,5,2,5,5,1,5,1,2,2,5,1,1,5,5,1,1,1,1,5,1,1,5,5,5,5
NEDD9,2,5,2,2,4,2,4,5,5,5,5,5,2,5,5,4,1,2,5,5,1,5,4,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
SMC2,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
NUSAP1,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
AA009547,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,4,2,3,2,4,3,3,3,3
PRIM2,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,4,2,3,2,4,3,3,3,3
NUCKS1,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3
LBR,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
N54485,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
CENPE,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
MELK,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
HAUS1,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
MSH2,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,4,3,3,3,3,4,2,3,2,4,3,3,3,4
W93536,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,4,1,3,3,3,3,3,4,3,3,3,3,4,4,3,4,4,3,3,3,4
POLD3,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,4,3,3,4,3,4,2,3,2,4,3,3,3,4
FAF1,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,4,1,3,3,3,3,3,4,1,3,4,3,4,4,3,4,4,3,3,3,4
ADAMTS1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ARL4D,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SLC38A2,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
AA035262,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,2
CNAP1,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
AA029676,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,3,3,4,3,2,2,3,2,2,3,3,3,2
PCNA,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1,1,2,1,3,3,3,3,3,2,1,3,4,3,2,2,3,2,2,3,3,3,2
