1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
YMR017W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR118C,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR125W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR184W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR188C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR232W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR272C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL013C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL014W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL018C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL019C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL033W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL034W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL128W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL155W,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL204C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL205C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL219C,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL225C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL318C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL319W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNR034W,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOL015W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR073W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOL132W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR033C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOL024W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOL047C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOL091W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR152C,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR190W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR214C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR242C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR249C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR255W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR298W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR313C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR339C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR355W,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR365C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR366W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL021W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL027W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL033C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL034W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL124W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL130W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL178W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPR027C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPR077C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPR078C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPR120C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPR140W,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPR141C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YAL062W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YAR007C,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1
YAL067C,1,4,1,2,4,4,4,4,4,1,4,4,1,1,1,1,1,1,1,1,1
YBR186W,1,4,1,1,4,4,4,3,3,3,4,4,1,1,1,1,1,1,1,1,1
YCR010C,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1
YDR015c,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YDR256C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YDR285W,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YDR374C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YDR446W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YER024w,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YER044c-a,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
YER179w,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1
YFL003C,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YGL009C,1,3,1,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1
YGL033W,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YGL081W,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YGL183C,4,4,4,4,4,4,4,3,3,3,4,4,1,1,1,4,4,4,4,4,4
YGL249W,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
YGL251C,1,4,1,1,4,4,4,3,3,3,4,4,1,1,1,1,1,4,4,1,1
YHL022C,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YHL024W,1,1,1,1,4,1,4,3,3,3,4,4,1,1,1,1,1,1,1,1,1
YHR014W,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YHR079C-B,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YHR153C,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YHR157W,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YHR202W,4,4,4,4,4,4,4,3,3,3,4,4,1,1,1,1,4,4,4,4,4
YHR208W,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1
YIL031W,1,4,1,2,4,4,4,3,3,3,4,4,1,1,1,1,1,1,4,1,1
YIL072W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YIL121W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YJL074C,3,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,3,3,4,3,3
YJL106W,1,3,1,1,3,3,4,3,3,1,4,4,1,1,1,1,1,1,1,1,1
YJR152W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YKL120W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YKR033C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YKR034W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YLL046c,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YLL047W,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YLR096w,4,4,4,4,4,4,4,3,3,3,4,4,1,1,1,1,1,4,4,1,4
YKR066C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YLL027W,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1
YLR263W,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YLR312C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YLR438W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YLR445W,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YML042W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YML091C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR133W,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
YMR147W,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1
YMR148W,1,4,1,1,4,4,4,3,3,3,4,4,1,1,1,1,1,1,4,1,1
YMR198W,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
YNL116W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL196C,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YOR100C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YOL131W,4,4,4,2,4,4,4,3,3,3,4,4,1,1,1,4,4,4,4,4,4
YOL104C,4,4,1,1,4,3,4,3,3,3,4,4,1,1,1,1,4,4,4,4,4
YOR177C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR350C,4,4,1,1,4,4,4,3,3,3,4,4,1,1,1,1,4,4,4,4,4
YOR351C,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1
YPL111W,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1
YPL121C,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YPL208W,4,4,4,2,4,4,4,3,3,3,4,4,1,1,1,1,4,4,4,4,4
YPR007C,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4
YAL038W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YBL072C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YBR005W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YBR031W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YBR181C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YCL064c,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YDL082w,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YDR011W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YDR012W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YDR382W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YDR417C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YDR418W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YDR471W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YEL054c,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YER020w,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YER056c-a,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YER074w,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YER102w,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YFR031BC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YGL031C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YGL076C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YGR085C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YGR148C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YHL015W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YHR010W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YHR139C,5,3,3,3,3,3,4,4,4,4,5,5,4,4,4,5,5,5,5,5,5
YHR203C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YIL018W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YIL052C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YJL177W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YJR123W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YJR145C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YKL056C,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5
YLL044W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YLL045c,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YLR058c,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5
YLR075w,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YLR076C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YLR134w,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YKR097W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YLR325C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YLR339C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YLR441C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YLR448W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YML063W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YMR242C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YMR316W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YNL069C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YNL096C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YNL098C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YNL119W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YNL178W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YNL301C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YOL010W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YOL016C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YOR096W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YOL120C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YOL039W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YOL040C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YPL079W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YPL081W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YPL090C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YPL131W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
YPL198W,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
