1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
YKL107W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YKL189W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YKR005C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR195C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR209C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR210W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR213C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR220W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR227C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR012C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR013W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR030W,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR045c,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR049C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR054C,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YKR089C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLL004w,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLL005C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLL012W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR265C,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR273C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR274W,3,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,4,3,4,4,4
YLR290C,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR307W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR308W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR314C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR341W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR343W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YLR368W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YML034W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YML065W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YML119W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YMR001C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YMR017W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YMR118C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YMR125W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YMR184W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YMR188C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YMR232W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YMR272C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL013C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL014W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL018C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL019C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL033W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL034W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL128W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL155W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL204C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL205C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL219C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL225C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL318C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNL319W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YNR034W,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOL015W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR073W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOL132W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR033C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOL024W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOL047C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOL091W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR152C,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR190W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR214C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR242C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR249C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR255W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR298W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR313C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR339C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR355W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR365C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YOR366W,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YPL021W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YPL027W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YPL033C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YPL034W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YPL124W,3,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,4,3,4,4,4
YPL130W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YPL178W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YPR027C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YPR077C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YPR078C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YPR120C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YPR140W,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YPR141C,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4
YAL062W,5,1,5,2,5,5,5,2,5,2,2,2,2,5,2,2,2,1,1,1,5,1,1,1
YAR007C,3,3,3,4,3,3,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3
YAL067C,3,4,3,4,3,3,3,2,3,3,2,2,2,3,4,2,2,4,4,3,3,3,4,4
YBR186W,3,3,3,3,3,3,3,2,3,3,4,4,2,3,3,4,2,3,3,3,3,3,3,3
YCR010C,3,3,3,3,3,3,3,2,3,2,4,4,2,3,3,4,2,3,3,3,3,3,3,3
YDR015c,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YDR256C,5,1,5,2,5,5,5,2,5,2,2,2,2,5,2,2,2,1,1,1,5,1,1,1
YDR285W,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YDR374C,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,3
YDR446W,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,3
YER024w,3,1,3,2,3,3,3,2,3,2,2,2,2,3,2,2,2,1,1,1,3,1,1,1
YER044c-a,3,3,3,4,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,3,3,3,4,3
YER179w,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3
YFL003C,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YGL009C,3,3,3,3,3,3,3,2,3,2,4,4,2,3,3,4,2,3,3,3,3,3,3,3
YGL033W,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YGL081W,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YGL183C,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YGL249W,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,4,3,3
YGL251C,3,3,3,3,3,3,3,2,3,3,4,4,2,3,3,4,2,3,3,3,3,3,3,3
YHL022C,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YHL024W,3,3,3,3,3,3,3,2,3,2,4,4,2,3,3,4,2,3,3,3,3,3,3,3
YHR014W,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YHR079C-B,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YHR153C,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YHR157W,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YHR202W,3,3,3,3,3,3,3,2,3,3,4,4,2,3,3,4,2,3,3,3,3,3,3,3
YHR208W,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3
YIL031W,3,3,3,3,3,3,3,2,3,3,4,4,2,3,3,4,2,3,3,3,3,3,3,3
YIL072W,3,3,3,3,3,3,3,2,3,2,4,4,2,3,2,4,2,1,3,3,3,3,3,3
YIL121W,3,3,3,3,3,3,3,2,3,2,2,2,2,3,2,2,2,1,3,3,3,3,3,3
YJL074C,3,6,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,6,3,3,4,3,3
YJL106W,3,3,3,3,3,3,3,2,3,3,4,4,2,3,3,4,2,3,3,3,3,3,3,3
YJR152W,5,1,5,2,5,5,5,2,5,2,2,2,2,5,2,2,2,1,1,1,5,1,1,1
YKL120W,3,3,3,3,3,3,3,2,3,2,2,2,2,3,2,2,2,1,3,3,3,3,3,3
YKR033C,5,1,5,2,5,5,5,2,5,2,2,2,2,5,2,2,2,1,1,1,5,1,1,1
YKR034W,5,1,5,2,5,5,5,2,5,2,2,2,2,5,2,2,2,1,1,1,5,1,1,1
YLL046c,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,4,4,3,4,4,4
YLL047W,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YLR096w,3,3,3,3,3,3,3,2,3,3,4,4,2,3,3,4,2,3,3,3,3,3,3,3
YKR066C,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,3
YLL027W,3,3,3,3,3,3,3,2,3,2,4,4,2,3,3,4,2,3,3,3,3,3,3,3
YLR263W,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YLR312C,3,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,4,3,4,4,4
YLR438W,3,3,3,3,3,3,3,2,3,2,2,2,2,3,2,2,2,1,3,3,3,3,3,3
YLR445W,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YML042W,5,3,3,2,3,5,5,2,5,2,2,2,2,5,2,2,2,1,3,3,5,3,3,3
YML091C,3,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,4,3,4,4,4
YMR133W,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YMR147W,3,3,3,4,3,3,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3
YMR148W,3,3,3,3,3,3,3,2,3,3,4,4,2,3,3,4,2,3,3,3,3,3,3,3
YMR198W,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3
YNL116W,3,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,4,3,4,4,4
YNL196C,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YOR100C,5,1,3,2,3,5,5,2,5,2,2,2,2,5,2,2,2,1,1,1,5,1,1,1
YOL131W,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YOL104C,3,3,3,3,3,3,3,2,3,3,4,4,2,3,4,4,2,3,3,3,3,3,3,3
YOR177C,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,3
YOR350C,3,3,3,3,3,3,3,2,3,3,4,4,2,3,3,4,2,3,3,3,3,3,3,3
YOR351C,3,3,3,3,3,3,3,2,3,2,4,4,2,3,3,4,2,3,3,3,3,3,3,3
YPL111W,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3
YPL121C,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YPL208W,3,4,3,4,3,3,3,2,3,3,4,4,2,3,4,4,2,3,4,4,3,4,4,4
YPR007C,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3
YAL038W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YBL072C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YBR005W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YBR031W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,2,5,2,6,5,2,2
YBR181C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YCL064c,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YDL082w,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YDR011W,6,5,6,6,4,6,4,6,6,6,6,6,6,6,1,6,6,2,5,2,6,5,2,2
YDR012W,6,5,6,6,4,6,4,6,6,6,6,6,6,6,1,6,6,2,5,2,6,5,2,2
YDR382W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YDR417C,6,5,6,6,6,6,6,6,6,4,6,6,4,6,5,6,4,5,5,5,6,5,5,5
YDR418W,6,5,6,6,6,6,6,6,6,4,6,6,4,6,5,6,6,5,5,5,6,5,5,5
YDR471W,6,5,6,6,6,6,6,4,6,4,6,6,4,6,5,6,4,5,5,5,6,5,5,5
YEL054c,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YER020w,6,5,4,6,4,6,4,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YER056c-a,6,5,6,6,6,6,6,6,6,4,6,6,4,6,5,6,4,5,5,5,6,5,5,5
YER074w,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YER102w,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YFR031BC,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YGL031C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YGL076C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YGR085C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YGR148C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YHL015W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YHR010W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YHR139C,3,5,3,4,6,3,6,4,6,4,3,6,4,6,5,6,3,5,5,5,4,5,5,5
YHR203C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YIL018W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YIL052C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YJL177W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YJR123W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YJR145C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YKL056C,1,5,1,1,1,1,1,6,1,1,6,5,1,6,5,6,1,5,5,5,6,5,5,5
YLL044W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YLL045c,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YLR058c,6,5,4,6,4,4,4,6,6,6,6,5,6,6,5,6,6,2,5,2,6,5,2,2
YLR075w,6,5,6,6,6,6,4,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YLR076C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YLR134w,4,5,6,6,4,6,4,6,6,6,6,6,6,6,1,6,6,2,5,2,6,5,2,2
YKR097W,1,5,1,1,1,1,1,6,1,1,6,6,1,6,5,6,1,5,5,5,6,5,5,5
YLR325C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YLR339C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YLR441C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YLR448W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YML063W,6,5,4,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YMR242C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,4,5,5,5,6,5,5,5
YMR316W,6,5,6,6,6,6,6,4,6,4,6,6,4,6,5,6,4,5,5,5,4,5,5,5
YNL069C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YNL096C,6,5,6,6,6,6,6,4,6,4,6,6,4,6,5,6,4,5,5,5,6,5,5,5
YNL098C,1,5,4,1,4,4,4,6,1,1,6,6,1,6,5,6,1,5,5,5,6,5,5,5
YNL119W,6,5,6,6,6,6,6,4,6,4,6,6,4,6,5,6,4,5,5,5,6,5,5,5
YNL178W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YNL301C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YOL010W,6,5,6,6,6,6,6,4,6,4,6,6,4,6,5,6,6,5,5,5,4,5,5,5
YOL016C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YOR096W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YOL120C,6,5,6,6,6,6,6,6,6,4,6,6,4,6,5,6,6,5,5,5,6,5,5,5
YOL039W,6,5,4,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YOL040C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YPL079W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YPL081W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YPL090C,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YPL131W,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
YPL198W,6,5,4,6,6,4,4,6,6,6,6,6,6,6,5,6,6,5,5,5,6,5,5,5
