1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
YMR017W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR118C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR125W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR184W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR188C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR232W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR272C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL013C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL014W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL018C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL019C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL033W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL034W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL128W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL155W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL204C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL205C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL219C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL225C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL318C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL319W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNR034W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOL015W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR073W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOL132W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR033C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOL024W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOL047C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOL091W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR152C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR190W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR214C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR242C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR249C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR255W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR298W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR313C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR339C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR355W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR365C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR366W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL021W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL027W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL033C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL034W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL124W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL130W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL178W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPR027C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPR077C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPR078C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPR120C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPR140W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPR141C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YAL062W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YAR007C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YAL067C,4,1,4,1,4,4,4,4,4,3,4,4,3,3,4,4,3,4,4,4,4
YBR186W,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YCR010C,3,1,3,1,3,4,4,3,4,3,3,4,3,3,4,3,3,3,4,3,4
YDR015c,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YDR256C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YDR285W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YDR374C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YDR446W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YER024w,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YER044c-a,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YER179w,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YFL003C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YGL009C,3,1,3,1,3,4,4,3,4,3,3,4,3,3,4,3,3,3,4,3,4
YGL033W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YGL081W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YGL183C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YGL249W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YGL251C,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4
YHL022C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YHL024W,3,3,3,3,3,4,4,3,4,3,3,4,3,3,4,3,3,3,4,3,4
YHR014W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YHR079C-B,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YHR153C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YHR157W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YHR202W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YHR208W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YIL031W,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YIL072W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YIL121W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YJL074C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YJL106W,3,1,4,1,4,4,4,4,4,3,3,4,3,3,4,3,3,3,4,3,4
YJR152W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YKL120W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YKR033C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YKR034W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YLL046c,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YLL047W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YLR096w,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YKR066C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YLL027W,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YLR263W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YLR312C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YLR438W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YLR445W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YML042W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YML091C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR133W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YMR147W,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YMR148W,4,1,4,1,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4
YMR198W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL116W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YNL196C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR100C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YOL131W,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOL104C,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR177C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR350C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YOR351C,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,4
YPL111W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
YPL121C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPL208W,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YPR007C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
YAL038W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YBL072C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YBR005W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YBR031W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YBR181C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YCL064c,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YDL082w,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YDR011W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YDR012W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YDR382W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YDR417C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YDR418W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YDR471W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YEL054c,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YER020w,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YER056c-a,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YER074w,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YER102w,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YFR031BC,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YGL031C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YGL076C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YGR085C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YGR148C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YHL015W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YHR010W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YHR139C,2,4,4,4,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2
YHR203C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YIL018W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YIL052C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YJL177W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YJR123W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YJR145C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YKL056C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YLL044W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YLL045c,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YLR058c,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YLR075w,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YLR076C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YLR134w,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YKR097W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YLR325C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YLR339C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YLR441C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YLR448W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YML063W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YMR242C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YMR316W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YNL069C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YNL096C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YNL098C,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,1,2,1,2
YNL119W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YNL178W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YNL301C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YOL010W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YOL016C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YOR096W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YOL120C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YOL039W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YOL040C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YPL079W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YPL081W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YPL090C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YPL131W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
YPL198W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
